Date,Year,是否节假日,所处节日,产品,产品部门,品类,促销活动,折扣类型,促销渠道,促销广告类型,广告媒体名称,客户类型,客户性别,客户城市,客户所在州,客户所在区域,经销商名称,交易类型,支付方式,numeric1,numeric2,销售金额,成本金额,毛利额
2/12/2016,2016,NonHoliday,Easter,Mother's Choice First Aid Kit,Medical,Medical,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,San Marcos,California,West,Ripe Warehouse,购买,Cash,-91,-34,1050,516,558.6
2/12/2016,2016,NonHoliday,Easter,Pam's Club White Bread,Food,Bakery,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Crawfordville,Florida,South,Ripe Warehouse,购买,Cash,80,-60,9248,4199,5489
2/12/2016,2016,NonHoliday,Easter,Pam's Club Telephoto Lens,Misc,Photography,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Comins,Michigan,Midwest,Ripe Warehouse,购买,Credit,-89,-4,1116,228,800.6
2/12/2016,2016,NonHoliday,Easter,Super-Valu Dish Soap,Non-food,Cleaning Supplies,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Bolingbrook,Illinois,Midwest,Ripe Warehouse,购买,Credit,67,89,5610,2860,3609.1
2/12/2016,2016,NonHoliday,Easter,Super-Valu Red Peppers,Food,Produce,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Bula,Texas,Southwest,Ripe Warehouse,购买,Credit,28,26,5184,1824,3455.6
2/12/2016,2016,NonHoliday,Easter,Portland's Best Dish Soap,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Hamer,Idaho,West,Ripe Warehouse,购买,Credit,-26,94,1750,819,1788.6
2/12/2016,2016,NonHoliday,Easter,SanTop Diabetes Blood Testing Kit,Medical,Pharmacy,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Dawson,North Dakota,Midwest,Ripe Warehouse,购买,Credit,-17,-50,369,263,339
2/12/2016,2016,NonHoliday,Easter,JoyDeal Tv Dinner,Food,Frozen Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Bowman,South Carolina,South,Ripe Warehouse,购买,Credit,25,61,2300,290,2407.1
2/12/2016,2016,NonHoliday,Easter,Pam's Club White Bread,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Bladenboro,North Carolina,South,Ripe Warehouse,购买,Cash,-92,-59,544,247,553.1
2/12/2016,2016,NonHoliday,Easter,Trader Jon's Photo Albums,Misc,Photography,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Modesto,California,West,Ripe Warehouse,购买,Cash,95,86,513,243,1104.6
2/12/2016,2016,NonHoliday,Easter,Trader Jon's Cough Syrup,Medical,Pharmacy,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Houston,Texas,Southwest,Ripe Warehouse,购买,Credit,-14,92,3341,533,3640.4
2/12/2016,2016,NonHoliday,Easter,DealZone Ring,Misc,Gifts,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Orange,California,West,Ripe Warehouse,购买,Credit,-67,34,960,56,952.6
2/12/2016,2016,NonHoliday,Easter,SimpleBuy Nicotine Gum,Medical,Pharmacy,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Athens,Tennessee,South,Ripe Warehouse,购买,Credit,44,92,5510,2840,3560.4
2/12/2016,2016,NonHoliday,Easter,BestPrice Mezcal,Non-food,Liquor,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Albion,California,West,Ripe Warehouse,购买,Check,60,-29,2420,1205,1359.1
2/12/2016,2016,NonHoliday,Easter,Trader Jon's Cholesterol Reducer,Medical,Pharmacy,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Montgomery,Alabama,South,Ripe Warehouse,购买,Debit,5,84,3465,1561,2614.6
2/12/2016,2016,NonHoliday,Easter,TopQuality Steak,Food,Meat,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Dothan,Alabama,South,Ripe Warehouse,购买,Credit,84,10,1710,294,1510
2/12/2016,2016,NonHoliday,Easter,SanTop Air Freshener,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Blain,Pennsylvania,East,Ripe Warehouse,购买,Other,-84,62,2214,996,1518.4
2/12/2016,2016,NonHoliday,Easter,VidaSource Stuffed Animal,Misc,Gifts,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Portland,Oregon,West,Ripe Warehouse,购买,Credit,3,27,6069,1462,4682.9
2/12/2016,2016,NonHoliday,Easter,SimpleBuy Onions,Food,Produce,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Sioux City,Iowa,Midwest,Ripe Warehouse,购买,Credit,-80,33,6994,3562,3460.9
2/12/2016,2016,NonHoliday,Easter,DealZone Cheddar Cheese,Food,Dairy,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,San Francisco,California,West,Ripe Warehouse,购买,Credit,9,-88,2616,942,2457.4
2/12/2016,2016,NonHoliday,Easter,Super-Valu Butter,Food,Dairy,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Ontario,California,West,Ripe Warehouse,购买,Debit,-52,32,2304,224,2130.4
2/12/2016,2016,NonHoliday,Easter,BestPrice Nicotine Gum,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Craig,Missouri,Midwest,Ripe Warehouse,购买,Other,-86,-69,1176,640,926.1
2/12/2016,2016,NonHoliday,Easter,Mother's Choice Blood Pressure Medicine,Medical,Pharmacy,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Brocton,Illinois,Midwest,Ripe Warehouse,购买,Credit,71,56,810,36,1158.6
2/12/2016,2016,NonHoliday,Easter,SanTop Rye,Non-food,Liquor,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Salisbury,Maryland,East,Ripe Warehouse,购买,Cash,-83,62,3626,2072,1855.4
2/12/2016,2016,NonHoliday,Easter,JoyDeal Beard Trimmer,Misc,Gifts,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Alexandria,Ohio,Midwest,Ripe Warehouse,购买,Cash,77,-2,2820,2424,473.4
2/12/2016,2016,NonHoliday,Easter,ValueMart Garlic,Food,Produce,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Aliceville,Alabama,South,Ripe Warehouse,购买,Cash,-6,-76,3267,2034,1804.6
2/12/2016,2016,NonHoliday,Easter,BestPrice Mezcal,Non-food,Liquor,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Cambridge,Maryland,East,Ripe Warehouse,购买,Credit,-94,-73,7744,3856,4326.9
2/12/2016,2016,NonHoliday,Easter,TopQuality Strawberry Ice Cream,Food,Frozen Goods,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Rockwall,Texas,Southwest,Ripe Warehouse,购买,Credit,-64,-18,222,96,94.4
2/12/2016,2016,NonHoliday,Easter,SanTop Diabetes Blood Testing Kit,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Burna,Kentucky,South,Ripe Warehouse,购买,Credit,-77,-96,3690,2630,1904.6
2/12/2016,2016,NonHoliday,Easter,DealZone Frozen Chicken Patties,Food,Frozen Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Standish,Michigan,Midwest,Ripe Warehouse,购买,Credit,-87,-69,686,105,970.1
2/12/2016,2016,NonHoliday,Easter,SimpleBuy Onions,Food,Produce,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Dugway,Utah,Southwest,Ripe Warehouse,购买,Credit,1,64,5380,2740,3050.6
2/12/2016,2016,NonHoliday,Easter,Portland's Best Electric Razor,Misc,Gifts,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Sunrise,Florida,South,Ripe Warehouse,购买,Credit,-76,-95,3008,1384,2450.5
2/12/2016,2016,NonHoliday,Easter,Trader Jon's Perfume,Misc,Gifts,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Merced,California,West,Ripe Warehouse,购买,Debit,15,-5,3390,680,2727.5
2/12/2016,2016,NonHoliday,Easter,Mother's Choice Wheechair,Medical,Medical,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Coosawatchie,South Carolina,South,Ripe Warehouse,购买,Credit,-51,35,1946,1603,414.5
2/12/2016,2016,NonHoliday,Easter,SanTop Canned Corn,Food,Canned Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,公司,0,Fulton,Kentucky,South,Ripe Warehouse,购买,Credit,49,85,5356,1612,4515.5
2/12/2016,2016,NonHoliday,Easter,TopQuality Strawberry Ice Cream,Food,Frozen Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Alloy,West Virginia,South,Ripe Warehouse,购买,Credit,-12,86,518,224,1021.6
2/12/2016,2016,NonHoliday,Easter,SimpleBuy Fried Fish Patties,Food,Seafood,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,League City,Texas,Southwest,Ripe Warehouse,购买,Debit,2,48,1230,945,517.4
2/12/2016,2016,NonHoliday,Easter,Portland's Best Asthma Inhaler,Medical,Pharmacy,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Plantation,Florida,South,Ripe Warehouse,购买,Credit,-83,1,762,36,643.1
2/12/2016,2016,NonHoliday,Easter,Portland's Best Salmon,Food,Seafood,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Salina,Kansas,Midwest,Ripe Warehouse,Return,Other,53,-95,-2739,-22,-1761.5
2/12/2016,2016,NonHoliday,Easter,EasyFind Thermometer,Medical,Medical,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Albuquerque,New Mexico,Southwest,Ripe Warehouse,Return,Cash,59,-19,-5966,-2945,-2925.9
2/12/2016,2016,NonHoliday,Easter,Pam's Club Ice Cream Sandwhiches,Food,Frozen Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Southfield,Michigan,Midwest,Ripe Warehouse,购买,Credit,-79,-40,1428,1224,285
2/12/2016,2016,NonHoliday,Easter,EasyFind Wheechair,Medical,Medical,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Eagan,Minnesota,Midwest,Ripe Warehouse,购买,Credit,-51,-22,2682,576,2103.4
2/12/2016,2016,NonHoliday,Easter,EasyFind Box Of Candy,Misc,Gifts,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Albany,Oregon,West,Ripe Warehouse,购买,Debit,-98,10,2740,2260,392
2/12/2016,2016,NonHoliday,Easter,VidaSource Tenderloin,Food,Meat,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,New Castle,Virginia,East,Ripe Warehouse,购买,Cash,80,38,1834,868,1190.4
2/12/2016,2016,NonHoliday,Easter,SimpleBuy Feather Duster,Non-food,Cleaning Supplies,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Oklahoma City,Oklahoma,Southwest,Ripe Warehouse,购买,Credit,15,-71,2576,240,2855.1
2/12/2016,2016,NonHoliday,Easter,JoyDeal Tv Dinner,Food,Frozen Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,公司,0,Georgetown,South Carolina,South,Ripe Warehouse,购买,Credit,-53,81,2990,377,3216.1
2/12/2016,2016,NonHoliday,Easter,TopQuality Canned Tuna,Food,Canned Goods,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,California,Missouri,Midwest,Ripe Warehouse,购买,Debit,15,-79,10868,6050,5457.1
2/12/2016,2016,NonHoliday,Easter,SimpleBuy Allergy Pills,Medical,Pharmacy,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Fort Collins,Colorado,Southwest,Ripe Warehouse,购买,Credit,-38,-74,5291,3278,2522.6
2/12/2016,2016,NonHoliday,Easter,SanTop Wheat Bread,Food,Bakery,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Virginia Beach,Virginia,East,Ripe Warehouse,购买,Credit,23,50,948,772,449
2/12/2016,2016,NonHoliday,Easter,Trader Jon's Canned Chili,Food,Canned Goods,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Beirne,Arkansas,South,Ripe Warehouse,购买,Cash,84,69,666,93,1133.1
2/12/2016,2016,NonHoliday,Easter,Mother's Choice Asthma Inhaler,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Berlin,Georgia,South,Ripe Warehouse,购买,Cash,36,-45,2010,920,1328.5
2/12/2016,2016,NonHoliday,Easter,Portland's Best Electric Razor,Misc,Gifts,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Williamsburg,Virginia,East,Ripe Warehouse,购买,Credit,-48,-7,2632,1211,1377.9
2/12/2016,2016,NonHoliday,Easter,Super-Valu Red Peppers,Food,Produce,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Columbus,Ohio,Midwest,Ripe Warehouse,购买,Other,-19,-39,6048,2128,4053.1
2/12/2016,2016,NonHoliday,Easter,SanTop Rotisserie Chicken,Food,Meat,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Salem,Oregon,West,Ripe Warehouse,购买,Check,19,-6,87,77,32.6
2/12/2016,2016,NonHoliday,Easter,Trader Jon's Perfume,Misc,Gifts,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Alton,Virginia,East,Ripe Warehouse,购买,Debit,95,-84,5424,1088,5136.6
2/12/2016,2016,NonHoliday,Easter,Mother's Choice French Bread,Food,Bakery,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Columbus,Ohio,Midwest,Ripe Warehouse,购买,Credit,-94,-71,4037,759,3688.1
2/12/2016,2016,NonHoliday,Easter,Mother's Choice Asthma Inhaler,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Bond,Colorado,Southwest,Ripe Warehouse,购买,Credit,38,-9,8040,3680,4406.1
2/12/2016,2016,NonHoliday,Easter,DealZone Chicken Wings,Food,Meat,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Lynchburg,Virginia,East,Ripe Warehouse,购买,Credit,13,-64,4212,1272,3362.6
2/12/2016,2016,NonHoliday,Easter,Super-Valu Thermometer,Medical,Medical,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Carrollton,Illinois,Midwest,Ripe Warehouse,购买,Credit,-100,-88,896,861,709.4
2/12/2016,2016,NonHoliday,Easter,Super-Valu Canned Chicken Broth,Food,Canned Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,公司,0,Beecher,Illinois,Midwest,Ripe Warehouse,购买,Debit,16,-78,2170,550,2244.4
2/12/2016,2016,NonHoliday,Easter,EasyFind Canned Chicken Broth,Food,Canned Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Alloy,West Virginia,South,Ripe Warehouse,购买,Credit,-80,61,10395,4746,5941.1
2/13/2016,2016,NonHoliday,Easter,Pam's Club Catfish,Food,Seafood,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,女性,Arbovale,West Virginia,South,Ripe Warehouse,购买,Check,53,26,378,300,198.6
2/13/2016,2016,NonHoliday,Easter,VidaSource Canned Tuna,Food,Canned Goods,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Southfield,Michigan,Midwest,Ripe Warehouse,购买,Other,-10,-40,1098,954,294
2/13/2016,2016,NonHoliday,Easter,SimpleBuy Hard Cider,Non-food,Liquor,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Plymouth,Minnesota,Midwest,Ripe Warehouse,购买,Check,-77,-12,4970,2790,2117.4
2/13/2016,2016,NonHoliday,Easter,Mother's Choice First Aid Kit,Medical,Medical,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Americus,Georgia,South,Ripe Warehouse,购买,Credit,-52,18,2275,1118,1137.4
2/13/2016,2016,NonHoliday,Easter,JoyDeal Red Wine,Non-food,Liquor,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Atalissa,Iowa,Midwest,Ripe Warehouse,购买,Credit,78,-49,7735,4862,3191.1
2/13/2016,2016,NonHoliday,Easter,Pam's Club Stuffed Animal,Misc,Gifts,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Alburnett,Iowa,Midwest,Ripe Warehouse,购买,Cash,-98,-5,3330,750,2484.5
2/13/2016,2016,NonHoliday,Easter,JoyDeal Beard Trimmer,Misc,Gifts,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Bennington,Kansas,Midwest,Ripe Warehouse,购买,Credit,28,-9,2585,2222,399.1
2/13/2016,2016,NonHoliday,Easter,EasyFind Green Peppers,Food,Produce,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Glenwood,Indiana,Midwest,Ripe Warehouse,购买,Credit,33,94,3920,3584,1252.6
2/13/2016,2016,NonHoliday,Easter,Super-Valu Chicken Nuggets,Food,Meat,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Tucson,Arizona,Southwest,Ripe Warehouse,购买,Credit,19,21,2805,2585,283.1
2/13/2016,2016,NonHoliday,Easter,Trader Jon's Photo Albums,Misc,Photography,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Spokane Valley,Washington,West,Ripe Warehouse,购买,Check,2,-96,6156,2916,4163.6
2/13/2016,2016,NonHoliday,Easter,Super-Valu Antibiotics,Medical,Pharmacy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,公司,0,Ashland,Montana,West,Ripe Warehouse,购买,Cash,-59,-3,6420,2910,3451.9
2/13/2016,2016,NonHoliday,Easter,Mother's Choice Chicken Nuggets,Food,Meat,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,公司,0,Newark,New Jersey,East,Ripe Warehouse,购买,Debit,17,43,2628,1737,1092.9
2/13/2016,2016,NonHoliday,Easter,DealZone Catfish,Food,Seafood,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,El Paso,Texas,Southwest,Ripe Warehouse,购买,Credit,91,20,1965,1060,1036
2/13/2016,2016,NonHoliday,Easter,Trader Jon's Hard Cider,Non-food,Liquor,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Bula,Texas,Southwest,Ripe Warehouse,购买,Check,-84,-12,8900,3440,5390.4
2/13/2016,2016,NonHoliday,Easter,TopQuality Steak,Food,Meat,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Coushatta,Louisiana,South,Ripe Warehouse,购买,Credit,-68,66,5415,931,4851.6
2/13/2016,2016,NonHoliday,Easter,EasyFind Dish Soap,Non-food,Cleaning Supplies,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,St. Louis,Missouri,Midwest,Ripe Warehouse,购买,Credit,3,-67,384,112,723.9
2/13/2016,2016,NonHoliday,Easter,Mother's Choice French Bread,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Havre,Montana,West,Ripe Warehouse,Return,Debit,-51,74,-4037,-759,-2781.4
2/13/2016,2016,NonHoliday,Easter,ValueMart Analog Camera,Misc,Photography,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Ford,Kentucky,South,Ripe Warehouse,Return,Cash,-38,55,-6588,-1584,-4739.5
2/13/2016,2016,NonHoliday,Easter,Mother's Choice English Muffins,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Alloy,West Virginia,South,Ripe Warehouse,购买,Credit,5,10,1989,611,1393
2/13/2016,2016,NonHoliday,Easter,JoyDeal Cinnamon Buns,Food,Bakery,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Charlotte,North Carolina,South,Ripe Warehouse,购买,Credit,42,-75,7112,2982,4734.5
2/13/2016,2016,NonHoliday,Easter,Pam's Club Tuna,Food,Seafood,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Elgin,Nebraska,Midwest,Ripe Warehouse,购买,Credit,-100,59,1585,1210,623.1
2/13/2016,2016,NonHoliday,Easter,VidaSource Lettuce,Food,Produce,Christmas Liquidation Promotion,20-50 percent off,Coupon,1 minute,Boston Globe,个人,男性,Standish,Michigan,Midwest,Ripe Warehouse,购买,Debit,56,-24,5004,3312,1805.6
2/13/2016,2016,NonHoliday,Easter,Trader Jon's Rubber Gloves,Non-food,Cleaning Supplies,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,公司,0,North Charleston,South Carolina,South,Ripe Warehouse,Return,Debit,-84,55,-984,-528,-237.5
2/13/2016,2016,NonHoliday,Easter,ValueMart Frozen French Fries,Food,Frozen Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Sioux City,Iowa,Midwest,Ripe Warehouse,购买,Credit,69,-22,7088,3328,3877.4
2/13/2016,2016,NonHoliday,Easter,SimpleBuy Nicotine Gum,Medical,Pharmacy,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,Greenville,North Carolina,South,Ripe Warehouse,购买,Cash,-89,62,9367,4828,4834.4
2/13/2016,2016,NonHoliday,Easter,ValueMart Strawberry Ice Cream,Food,Frozen Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,Phoenix,Arizona,Southwest,Ripe Warehouse,购买,Cash,-48,-68,2070,1065,1419.4
2/13/2016,2016,NonHoliday,Easter,Mother's Choice Wheechair,Medical,Medical,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,女性,Elgin,Arizona,Southwest,Ripe Warehouse,购买,Debit,-35,-27,3614,2977,674.9
2/13/2016,2016,NonHoliday,Easter,VidaSource Cold Remedy,Medical,Medical,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Carson,Washington,West,Ripe Warehouse,购买,Credit,-78,-36,728,322,457.6
2/13/2016,2016,NonHoliday,Easter,VidaSource Lettuce,Food,Produce,Thanksgiving Liquidation Sale,3 for price of 2,Online,1 minute,Boston Globe,个人,男性,Coushatta,Louisiana,South,Ripe Warehouse,购买,Debit,-100,38,2502,1656,890.4
2/13/2016,2016,NonHoliday,Easter,SanTop Rotisserie Chicken,Food,Meat,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,男性,San Jose,California,West,Ripe Warehouse,购买,Credit,9,88,1044,924,903.4
2/13/2016,2016,NonHoliday,Easter,ValueMart Telephoto Lens,Misc,Photography,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Redlands,California,West,Ripe Warehouse,购买,Credit,-10,51,2873,1241,1882.1
2/13/2016,2016,NonHoliday,Easter,EasyFind Green Peppers,Food,Produce,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Columbus,Ohio,Midwest,Ripe Warehouse,购买,Credit,37,-92,3360,3072,1171.4
2/13/2016,2016,NonHoliday,Easter,Super-Valu Dish Soap,Non-food,Cleaning Supplies,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,女性,Houston,Texas,Southwest,Ripe Warehouse,购买,Credit,19,-79,8976,4576,5043.1
2/13/2016,2016,NonHoliday,Easter,ValueMart Frozen French Fries,Food,Frozen Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,女性,California,Missouri,Midwest,Ripe Warehouse,购买,Debit,-40,2,7531,3536,3955.4
2/13/2016,2016,NonHoliday,Easter,SanTop Box Of Candy,Misc,Gifts,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,公司,0,Cambridge,Idaho,West,Ripe Warehouse,购买,Credit,-82,36,5453,1178,4322.6
2/13/2016,2016,NonHoliday,Easter,BestPrice Nicotine Gum,Medical,Pharmacy,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Toluca,Illinois,Midwest,Ripe Warehouse,购买,Credit,-1,-39,4704,2560,2295.1
2/13/2016,2016,NonHoliday,Easter,TopQuality Frozen Juice,Food,Frozen Goods,July 4th Discount Promotion,20-50 percent off,Radio,Halfpage,Boston Globe,个人,女性,Beaman,Iowa,Midwest,Ripe Warehouse,购买,Credit,88,23,924,81,983.9
2/13/2016,2016,NonHoliday,Easter,DealZone Ring,Misc,Gifts,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,男性,Plantation,Florida,South,Ripe Warehouse,购买,Credit,30,-7,960,56,938.9
2/13/2016,2016,NonHoliday,Easter,Portland's Best Salmon,Food,Seafood,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Cobalt,Idaho,West,Ripe Warehouse,购买,Debit,44,-23,2739,22,2813.9
2/13/2016,2016,NonHoliday,Easter,VidaSource Lettuce,Food,Produce,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Arlington,Texas,Southwest,Ripe Warehouse,购买,Cash,5,46,834,552,498.6
2/13/2016,2016,NonHoliday,Easter,EasyFind Thermometer,Medical,Medical,Winter Discount Promotion,20-50 percent off,Coupon,30 seconds,Boston Globe,个人,男性,Modesto,California,West,Ripe Warehouse,购买,Debit,50,92,4710,2325,3281.4
2/13/2016,2016,NonHoliday,Easter,ValueMart Strawberry Ice Cream,Food,Frozen Goods,July 4th Discount Sale,20-50 percent off,Billboard,Fullpage,Boston Globe,个人,男性,Berry,Kentucky,South,Ripe Warehouse,Return,Other,-25,-43,-2070,-1065,-845.1
2/13/2016,2016,NonHoliday,Easter,Pam's Club Tuna,Food,Seafood,Winter Discount Sellathon,Half Price,Radio,30 seconds,Superbowl Spot,个人,女性,Anthon,Iowa,Midwest,Ripe Warehouse,购买,Credit,-19,-58,2219,1694,842.4
